Name,Year,Location,Vendeur,Owner_type,Kilometers_Driven,Fuel_Type,Transmission,Puissance_fiscale,Puissance_dynamique,Price
DACIA Duster 2011,2011,Laayoune,Particulier,Première,220.000 km,Diesel,Manuelle,6 cv ,90 ch ,95.000 DH
CITROEN C4 Coupé 2007,2007,Casablanca,Particulier,Seconde,157.634 km,Essence,Manuelle,11 cv ,180 ch ,49.000 DH
MERCEDES GLE Coupé 2018,2018,Casablanca,Particulier,Première,105.000 km,Diesel,Automatique,12 cv ,258 ch ,590.000 DH
AUDI A4 2014,2014,Casablanca,Particulier,Première,142.000 km,Diesel,Manuelle,8 cv ,120 ch ,180.000 DH
DACIA Logan 2022,2022,Agadir,Particulier,Première,8.000 km,Essence,Automatique,7 cv ,100 ch ,140.000 DH
FORD Kuga 2011,2011,Casablanca,Particulier,Seconde,200.000 km,Diesel,Automatique,8 cv ,150 ch ,138.000 DH
NISSAN Juke 2016,2016,Casablanca,Particulier,Seconde,138.000 km,Diesel,Manuelle,- ,- ,130.000 DH
MAZDA 3 2012,2012,Rabat,Particulier,Première,190.000 km,Diesel,Manuelle,9 cv ,185 ch ,103.000 DH
DACIA Dokker 2020,2020,Casablanca,Particulier,Seconde,83.000 km,Diesel,Manuelle,6 cv ,85 ch ,120.000 DH
MERCEDES Classe C 2008,2008,Casablanca,Particulier,Seconde,250 km,Diesel,Automatique,8 cv ,200 ch ,135.000 DH
BMW Série 1 2008,2008,Meknès,Particulier,Seconde,197.700 km,Diesel,Manuelle,8 cv ,143 ch ,95.000 DH
FORD Fiesta 2015,2015,Mohammadia,Particulier,Seconde,75.900 km,Diesel,Manuelle,6 cv ,85 ch ,117.500 DH
NISSAN Micra 2020,2020,Casablanca,Particulier,Première,16.000 km,Diesel,Manuelle,6 cv ,90 ch ,145.000 DH
DACIA Dokker 2017,2017,Casablanca,Particulier,Seconde,102.000 km,Diesel,Manuelle,6 cv ,85 ch ,102.000 DH
PORSCHE Cayenne 2012,2012,Casablanca,Particulier,Seconde,200.000 km,Diesel,Automatique,12 cv ,- ,240.000 DH
VOLKSWAGEN Tiguan 2012,2012,Casablanca,Particulier,Seconde,190.000 km,Diesel,Automatique,8 cv ,- ,180.000 DH
VOLKSWAGEN Touareg 2022,2022,Casablanca,Particulier,Seconde,40.000 km,Diesel,Automatique,12 cv ,259 ch ,475.000 DH
MAHINDRA KUV 100 2020,2020,Casablanca,Particulier,Seconde,45.000 km,Diesel,Manuelle,5 cv ,77 ch ,88.000 DH
LAND ROVER Range Rover Evoque 2012,2012,Rabat,Particulier,Seconde,198.000 km,Diesel,Automatique,8 cv ,180 ch ,190.000 DH
KIA Sorento 2011,2011,Casablanca,Particulier,Première,170.000 km,Diesel,Manuelle,9 cv ,190 ch ,95.000 DH
FORD Focus 2014,2014,Marrakech,Particulier,Première,151.000 km,Diesel,Manuelle,6 cv ,110 ch ,130.000 DH
MERCEDES Classe B 2013,2013,Berkane,Particulier,Première,143.000 km,Diesel,Manuelle,7 cv ,143 ch ,150.000 DH
VOLKSWAGEN Jetta 2019,2019,Mohammadia,Particulier,Première,83.000 km,Diesel,Manuelle,8 cv ,150 ch ,162.000 DH
KIA Sportage 2023,2023,Casablanca,Particulier,Première,0 km,Diesel,Automatique,6 cv ,136 ch ,340.000 DH
FIAT 500 2021,2021,Casablanca,Particulier,Première,40.000 km,Essence,Automatique,7 cv ,69 ch ,152.000 DH
BMW X5 2018,2018,Casablanca,Particulier,Seconde,97.000 km,Diesel,Automatique,8 cv ,231 ch ,340.000 DH
VOLKSWAGEN Tiguan 2011,2011,Rabat,Particulier,Première,250.000 km,Diesel,Automatique,8 cv ,150 ch ,145.000 DH
HYUNDAI Tucson 2017,2017,Meknès,Particulier,Seconde,136.000 km,Diesel,Automatique,6 cv ,136 ch ,198.000 DH
ALFA ROMEO Giulietta 2021,2021,Meknès,Particulier,Seconde,20.000 km,Diesel,Manuelle,6 cv ,120 ch ,229.000 DH
VOLKSWAGEN Golf 2012,2012,Casablanca,Particulier,Première,124.000 km,Diesel,Manuelle,6 cv ,105 ch ,120.000 DH
OPEL Astra 2016,2016,Temara,Particulier,Première,119.000 km,Diesel,Manuelle,8 cv ,140 ch ,138.000 DH
LAND ROVER Range Rover Evoque 2012,2012,Rabat,Particulier,Seconde,201.000 km,Diesel,Automatique,8 cv ,204 ch ,196.000 DH
MERCEDES Classe G 2023,2023,Casablanca,Particulier,Première,1.500 km,Essence,Automatique,- ,660 ch ,3.390.000 DH
AUDI Q8 2020,2020,Casablanca,Particulier,Seconde,52.000 km,Essence,Automatique,23 cv ,- ,1.480.000 DH
JAGUAR XF 2010,2010,Kénitra,Particulier,Seconde,191.000 km,Diesel,Manuelle,11 cv ,- ,80.000 DH
VOLKSWAGEN Golf 2002,2002,Tanger,Particulier,Seconde,250.000 km,Diesel,Manuelle,8 cv ,130 ch ,85.000 DH
OPEL Adam 2017,2017,Casablanca,Particulier,Première,35.900 km,Essence,Manuelle,7 cv ,70 ch ,109.000 DH
TOYOTA Fortuner 2019,2019,Kénitra,Particulier,Première,33.800 km,Diesel,Automatique,10 cv ,150 ch ,205.000 DH
CITROEN Berlingo 2012,2012,Temara,Particulier,Première,230.000 km,Diesel,Manuelle,6 cv ,- ,80.000 DH
SEAT Leon 2020,2020,Kénitra,Particulier,Première,50.000 km,Diesel,Automatique,8 cv ,143 ch ,240.000 DH
MERCEDES Classe E Coupé 2017,2017,Casablanca,Particulier,Seconde,84.000 km,Diesel,Automatique,9 cv ,194 ch ,525.000 DH
BMW X1 2013,2013,Casablanca,Particulier,Seconde,121.500 km,Diesel,Automatique,- ,- ,155.000 DH
VOLKSWAGEN Jetta 2020,2020,Marrakech,Particulier,Première,62.000 km,Diesel,Automatique,8 cv ,150 ch ,195.000 DH
HONDA Accord 2009,2009,Casablanca,Particulier,Seconde,190.000 km,Diesel,Automatique,9 cv ,150 ch ,90.000 DH
BMW Série 3 2017,2017,Casablanca,Particulier,Première,98.000 km,Diesel,Automatique,8 cv ,116 ch ,265.000 DH
VOLKSWAGEN Passat 2011,2011,Rabat,Particulier,Première,220.000 km,Diesel,Manuelle,8 cv ,140 ch ,114.000 DH
FORD Kuga 2021,2021,Kénitra,Particulier,Première,32.000 km,Diesel,Automatique,6 cv ,120 ch ,320.000 DH
BMW X5 2018,2018,Casablanca,Particulier,Première,115.000 km,Diesel,Automatique,12 cv ,265 ch ,435.000 DH
BMW Série 5 2005,2005,El Jadida,Particulier,Seconde,137.000 km,Essence,Automatique,- ,- ,70.000 DH
VOLKSWAGEN Passat 2006,2006,Rabat,Particulier,Première,143.500 km,Diesel,Manuelle,8 cv ,110 ch ,105.000 DH
RENAULT Mégane 2015,2015,Rabat,Particulier,Première,92.500 km,Diesel,Manuelle,6 cv ,85 ch ,125.000 DH
AUDI A3 Berline 2017,2017,Rabat,Particulier,Première,68.500 km,Diesel,Automatique,8 cv ,143 ch ,245.000 DH
FORD Focus 2015,2015,Kénitra,Particulier,Première,160.000 km,Diesel,Manuelle,6 cv ,110 ch ,150.000 DH
HYUNDAI i30 2012,2012,Marrakech,Particulier,Première,117.000 km,Diesel,Automatique,6 cv ,130 ch ,110.000 DH
BMW Série 3 2014,2014,Rabat,Particulier,Première,125.000 km,Diesel,Automatique,8 cv ,190 ch ,200.000 DH
ALFA ROMEO Stelvio 2020,2020,Casablanca,Particulier,Première,68.000 km,Diesel,Automatique,8 cv ,210 ch ,320.000 DH
VOLKSWAGEN Touareg 2011,2011,Casablanca,Particulier,Seconde,183.000 km,Diesel,Automatique,12 cv ,256 ch ,160.000 DH
FORD Fiesta 2012,2012,El Jadida,Particulier,Première,96.600 km,Diesel,Manuelle,6 cv ,80 ch ,87.000 DH
OPEL Corsa 2011,2011,Tanger,Particulier,Seconde,54.000 km,Essence,Manuelle,7 cv ,70 ch ,78.000 DH
SEAT Leon 2019,2019,Marrakech,Particulier,Seconde,121.700 km,Diesel,Manuelle,6 cv ,105 ch ,160.000 DH
FIAT Tipo 2018,2018,Casablanca,Particulier,Seconde,94.000 km,Diesel,Automatique,5 cv ,95 ch ,110.000 DH
VOLKSWAGEN Touareg 2019,2019,Casablanca,Particulier,Première,75.000 km,Diesel,Automatique,12 cv ,256 ch ,375.000 DH
FORD Fusion 2016,2016,Kénitra,Particulier,Première,148.000 km,Diesel,Automatique,8 cv ,180 ch ,156.000 DH
HYUNDAI i10 2008,2008,Errachidia,Particulier,Seconde,187.000 km,Essence,Manuelle,6 cv ,69 ch ,49.000 DH
DACIA Duster 2014,2014,Casablanca,Particulier,Première,63.100 km,Diesel,Manuelle,6 cv ,90 ch ,123.000 DH
RENAULT Clio 2013,2013,Casablanca,Particulier,Seconde,145.000 km,Essence,Manuelle,7 cv ,75 ch ,70.000 DH
DACIA Dokker 2014,2014,Marrakech,Particulier,Première,105.000 km,Diesel,Manuelle,6 cv ,85 ch ,60.000 DH
FIAT Punto 2018,2018,Casablanca,Particulier,Première,54.000 km,Diesel,Manuelle,6 cv ,75 ch ,70.000 DH
VOLVO XC60 2015,2015,Casablanca,Particulier,Première,148.000 km,Diesel,Automatique,8 cv ,190 ch ,160.000 DH
DACIA Sandero 2019,2019,Salé,Particulier,Première,71.000 km,Diesel,Manuelle,6 cv ,85 ch ,123.000 DH
BMW X5 2021,2021,Casablanca,Particulier,Seconde,56.000 km,Diesel,Automatique,12 cv ,265 ch ,705.000 DH
HYUNDAI i30 2012,2012,Casablanca,Particulier,Première,140.000 km,Diesel,Manuelle,6 cv ,130 ch ,120.000 DH
PEUGEOT 407 2007,2007,Mohammadia,Particulier,Seconde,200.000 km,Essence,Manuelle,11 cv ,11 ch ,36.000 DH
FIAT Punto 2008,2008,Casablanca,Particulier,Seconde,157.000 km,Essence,Manuelle,7 cv ,70 ch ,49.000 DH
OPEL Astra 2012,2012,Casablanca,Particulier,Seconde,240.000 km,Diesel,Manuelle,7 cv ,130 ch ,90.000 DH
BMW X3 2006,2006,Mohammadia,Particulier,Seconde,200.000 km,Essence,Manuelle,11 cv ,11 ch ,50.000 DH
JEEP Renegade 2018,2018,Rabat,Particulier,Première,89.000 km,Diesel,Manuelle,6 cv ,120 ch ,170.000 DH
HONDA Jazz 2007,2007,Casablanca,Particulier,Seconde,148.941 km,Essence,Manuelle,8 cv ,- ,60.000 DH
KIA Picanto 2017,2017,Kénitra,Particulier,Première,40.000 km,Essence,Manuelle,6 cv ,67 ch ,88.000 DH
KIA Sportage 2016,2016,Casablanca,Particulier,Première,126.000 km,Diesel,Manuelle,8 cv ,185 ch ,170.000 DH
HYUNDAI Tucson 2016,2016,Fès,Particulier,Seconde,134.000 km,Diesel,Manuelle,6 cv ,136 ch ,200.000 DH
KIA Sportage 2009,2009,Rabat,Particulier,Seconde,150.000 km,Diesel,Manuelle,6 cv ,136 ch ,75.000 DH
PEUGEOT 208 2018,2018,Casablanca,Particulier,Seconde,45.000 km,Diesel,Manuelle,- ,- ,120.000 DH
LAND ROVER Range Rover Evoque 2012,2012,Rabat,Particulier,Seconde,157.000 km,Diesel,Automatique,9 cv ,190 ch ,218.000 DH
PEUGEOT 208 2019,2019,Casablanca,Particulier,Première,120.000 km,Diesel,Manuelle,6 cv ,92 ch ,130.000 DH
MERCEDES Classe B 2011,2011,Casablanca,Particulier,Seconde,95.000 km,Diesel,Manuelle,8 cv ,109 ch ,100.000 DH
AUDI A3 Sportback 2014,2014,Fès,Particulier,Seconde,190.000 km,Diesel,Manuelle,8 cv ,150 ch ,220.000 DH
DACIA Duster 2014,2014,Casablanca,Particulier,Première,63.000 km,Essence,Manuelle,9 cv ,100 ch ,125.000 DH
RENAULT Captur 2013,2013,Marrakech,Particulier,Première,167.000 km,Diesel,Manuelle,6 cv ,90 ch ,119.000 DH
MINI 3 portes 2016,2016,Casablanca,Particulier,Seconde,114.000 km,Essence,Automatique,7 cv ,102 ch ,130.000 DH
FORD Kuga 2019,2019,Casablanca,Particulier,Seconde,48.488 km,Diesel,Manuelle,6 cv ,120 ch ,208.000 DH
FORD Kuga 2018,2018,Casablanca,Particulier,Seconde,49.200 km,Diesel,Manuelle,6 cv ,120 ch ,208.000 DH
FORD Kuga 2018,2018,Casablanca,Particulier,Seconde,49.200 km,Diesel,Manuelle,6 cv ,120 ch ,208.000 DH
PEUGEOT 208 2017,2017,Kénitra,Particulier,Seconde,95.000 km,Diesel,Manuelle,6 cv ,75 ch ,93.000 DH
PEUGEOT 208 2020,2020,Casablanca,Particulier,Première,39.000 km,Diesel,Manuelle,6 cv ,92 ch ,157.000 DH
FIAT Fiorino 2021,2021,Casablanca,Particulier,Première,23.000 km,Diesel,Manuelle,5 cv ,75 ch ,110.000 DH
JAGUAR XE 2017,2017,Casablanca,Particulier,Première,115.000 km,Diesel,Automatique,8 cv ,180 ch ,255.000 DH
NISSAN Juke 2022,2022,Marrakech,Particulier,Première,13.256 km,Essence,Automatique,6 cv ,117 ch ,220.000 DH
MERCEDES CLA Coupé 2014,2014,Kénitra,Particulier,Seconde,99.000 km,Diesel,Automatique,9 cv ,170 ch ,255.000 DH
MERCEDES Classe E 2015,2015,Casablanca,Particulier,Seconde,170.000 km,Diesel,Automatique,9 cv ,170 ch ,240.000 DH
FORD Fusion 5p 2011,2011,Casablanca,Particulier,Seconde,220.000 km,Essence,Manuelle,7 cv ,70 ch ,50.000 DH
BMW Série 3 2019,2019,Casablanca,Particulier,Première,40.000 km,Diesel,Automatique,8 cv ,- ,340.000 DH
PEUGEOT 107 2013,2013,Casablanca,Particulier,Seconde,63.000 km,Essence,Automatique,- ,- ,65.000 DH
BMW Série 4 Gran Coupé 2017,2017,Tanger,Particulier,Première,79.000 km,Diesel,Automatique,8 cv ,150 ch ,295.000 DH
SKODA Octavia 2021,2021,Marrakech,Particulier,Première,9.700 km,Diesel,Manuelle,8 cv ,143 ch ,209.000 DH
RENAULT Clio 2021,2021,Fès,Particulier,Première,19.500 km,Diesel,Manuelle,6 cv ,115 ch ,190.000 DH
KIA Seltos 2022,2022,Rabat,Particulier,Première,25.000 km,Diesel,Automatique,6 cv ,115 ch ,260.000 DH
OPEL Astra 2012,2012,Casablanca,Particulier,Seconde,245.000 km,Diesel,Manuelle,7 cv ,110 ch ,100.000 DH
CITROEN C5 2019,2019,Rabat,Particulier,Seconde,46.000 km,Essence,Manuelle,10 cv ,120 ch ,149.000 DH
MAZDA 3 2007,2007,Safi,Particulier,Seconde,213.753 km,Essence,Manuelle,9 cv ,105 ch ,49.000 DH
VOLVO V40 2015,2015,Marrakech,Particulier,Première,107.000 km,Diesel,Automatique,8 cv ,120 ch ,190.000 DH
AUDI A4 2022,2022,Casablanca,Particulier,Première,0 km,Diesel,Automatique,8 cv ,- ,560.000 DH
PEUGEOT 3008 2019,2019,Kénitra,Particulier,Première,87.000 km,Diesel,Automatique,8 cv ,150 ch ,245.000 DH
FIAT 500 2013,2013,Tanger,Particulier,Seconde,77.500 km,Essence,Automatique,7 cv ,69 ch ,82.000 DH
FIAT Palio 2004,2004,Casablanca,Particulier,Seconde,200.000 km,Essence,Manuelle,6 cv ,55 ch ,30.000 DH
SKODA Scala 2020,2020,Fès,Particulier,Première,47.000 km,Diesel,Manuelle,6 cv ,95 ch ,205.000 DH
AUDI A4 2023,2023,Casablanca,Particulier,Première,0 km,Diesel,Automatique,8 cv ,204 ch ,560.000 DH
MINI 5 portes 2023,2023,Casablanca,Particulier,Première,0 km,Essence,Automatique,9 cv ,- ,410.000 DH
PEUGEOT 208 2017,2017,Marrakech,Particulier,Première,114.000 km,Diesel,Manuelle,6 cv ,75 ch ,126.000 DH
TOYOTA Corolla Millenium 2009,2009,Casablanca,Particulier,Seconde,293.700 km,Diesel,Manuelle,5 cv ,110 ch ,81.000 DH
CITROEN C3 2012,2012,Rabat,Particulier,Seconde,127.000 km,Diesel,Manuelle,6 cv ,92 ch ,80.000 DH
MERCEDES Classe C 2018,2018,Marrakech,Particulier,Seconde,80.000 km,Diesel,Automatique,8 cv ,180 ch ,350.000 DH
FIAT Doblo 2015,2015,Safi,Particulier,Seconde,255.000 km,Diesel,Manuelle,6 cv ,90 ch ,70.000 DH
HYUNDAI i30 2014,2014,Rabat,Particulier,Seconde,136.000 km,Diesel,Manuelle,6 cv ,130 ch ,127.000 DH
PEUGEOT 407 2009,2009,Kénitra,Particulier,Seconde,230.000 km,Diesel,Manuelle,8 cv ,130 ch ,58.000 DH
CITROEN C3 2019,2019,Temara,Particulier,Seconde,77.000 km,Diesel,Manuelle,6 cv ,95 ch ,125.000 DH
DACIA Sandero 2017,2017,Casablanca,Particulier,Première,23.000 km,Diesel,Manuelle,6 cv ,95 ch ,105.000 DH
AUDI Q7 2017,2017,Casablanca,Particulier,Première,150.000 km,Diesel,Automatique,11 cv ,249 ch ,390.000 DH
RENAULT Laguna 2008,2008,Kénitra,Particulier,Seconde,127.000 km,Diesel,Manuelle,7 cv ,110 ch ,69.000 DH
AUDI A5 SportBack 2018,2018,Casablanca,Professionnel,Première,140.000 km,Diesel,Manuelle,8 cv ,190 ch ,308.000 DH
NISSAN Micra 2017,2017,Mohammadia,Particulier,Première,67.500 km,Diesel,Manuelle,6 cv ,90 ch ,137.000 DH
AUDI A3 2007,2007,Casablanca,Particulier,Première,279.000 km,Diesel,Manuelle,8 cv ,- ,80.000 DH
SEAT Leon 2014,2014,Casablanca,Particulier,Seconde,169.000 km,Diesel,Manuelle,6 cv ,105 ch ,146.000 DH
BMW X6 2018,2018,Casablanca,Professionnel,Première,970.000 km,Diesel,Automatique,12 cv ,265 ch ,420.000 DH
SKODA Octavia 2017,2017,Kénitra,Particulier,Seconde,113.000 km,Diesel,Automatique,8 cv ,143 ch ,162.000 DH
VOLKSWAGEN Tiguan 2019,2019,Temara,Particulier,Seconde,92.000 km,Diesel,Automatique,8 cv ,150 ch ,270.000 DH
MERCEDES Classe B 2008,2008,Fès,Particulier,Première,290.000 km,Diesel,Manuelle,8 cv ,109 ch ,85.000 DH
SEAT Ibiza 2017,2017,Casablanca,Particulier,Première,38.000 km,Essence,Manuelle,6 cv ,95 ch ,99.875 DH
HYUNDAI Tucson 2019,2019,Meknès,Particulier,Première,62.000 km,Diesel,Manuelle,6 cv ,136 ch ,232.000 DH
AUDI A7 Sportback 2014,2014,Casablanca,Particulier,Première,129.000 km,Diesel,Automatique,12 cv ,245 ch ,27.000 DH
VOLVO S60 2016,2016,Rabat,Particulier,Première,128.000 km,Diesel,Manuelle,6 cv ,115 ch ,144.000 DH
CITROEN C-Elysée 2018,2018,Casablanca,Particulier,Première,72.024 km,Diesel,Manuelle,6 cv ,92 ch ,100.000 DH
VOLKSWAGEN Tiguan 2009,2009,Laayoune,Particulier,Seconde,207.000 km,Diesel,Automatique,8 cv ,140 ch ,130.000 DH
VOLKSWAGEN Coccinelle 2017,2017,Casablanca,Particulier,Première,131.000 km,Diesel,Automatique,8 cv ,150 ch ,195.000 DH
LAND ROVER Range Rover Evoque 2012,2012,Casablanca,Particulier,Seconde,153.000 km,Diesel,Automatique,8 cv ,204 ch ,225.000 DH
BMW Série 3 2014,2014,Rabat,Particulier,Première,95.000 km,Diesel,Automatique,8 cv ,150 ch ,170.000 DH
VOLVO XC60 2020,2020,Tanger,Particulier,Seconde,93.000 km,Diesel,Automatique,8 cv ,190 ch ,370.000 DH
MERCEDES Classe C 2012,2012,Marrakech,Particulier,Seconde,200.000 km,Diesel,Automatique,9 cv ,204 ch ,148.000 DH
VOLKSWAGEN Golf 1998,1998,Benslimane,Particulier,Seconde,400.000 km,Diesel,Manuelle,8 cv ,110 ch ,68.000 DH
MERCEDES Classe E 2015,2015,Casablanca,Particulier,Première,140.000 km,Diesel,Automatique,9 cv ,170 ch ,250.000 DH
SEAT Ibiza 2017,2017,Casablanca,Particulier,Première,37.800 km,Essence,Manuelle,6 cv ,75 ch ,108.000 DH
KIA Sportage 2015,2015,Tiznit,Particulier,Première,150.000 km,Diesel,Manuelle,7 cv ,115 ch ,160.000 DH
FIAT 500 2020,2020,Rabat,Particulier,Première,25.700 km,Essence,Manuelle,7 cv ,69 ch ,145.000 DH
MERCEDES Classe C 2003,2003,Rabat,Particulier,Seconde,300.000 km,Diesel,Automatique,9 cv ,160 ch ,88.000 DH
VOLKSWAGEN Passat 2003,2003,Casablanca,Particulier,Seconde,298.000 km,Diesel,Manuelle,8 cv ,110 ch ,68.000 DH
CITROEN C4 2017,2017,Salé,Particulier,Seconde,176.000 km,Diesel,Manuelle,6 cv ,92 ch ,95.000 DH
CHEVROLET Camaro 2013,2013,Casablanca,Particulier,Première,37.500 km,Essence,Automatique,35 cv ,500 ch ,210.000 DH
HONDA CR-V 2013,2013,Casablanca,Particulier,Première,123.000 km,Diesel,Automatique,9 cv ,150 ch ,75.000 DH
FIAT Palio 2006,2006,Salé,Particulier,Seconde,231.260 km,Diesel,Manuelle,- ,7 ch ,38.000 DH
AUDI A3 Berline 2015,2015,Fès,Particulier,Seconde,96.000 km,Diesel,Automatique,6 cv ,105 ch ,18.500 DH
RENAULT Kadjar 2020,2020,Casablanca,Particulier,Première,99.000 km,Diesel,Manuelle,6 cv ,130 ch ,175.000 DH
AUDI A5 SportBack 2014,2014,Rabat,Particulier,Seconde,135.000 km,Diesel,Automatique,9 cv ,177 ch ,200.000 DH
VOLKSWAGEN Tiguan 2017,2017,Agadir,Particulier,Première,105.000 km,Diesel,Automatique,8 cv ,150 ch ,330.000 DH
MITSUBISHI Pajero 2012,2012,El Jadida,Particulier,Seconde,160.000 km,Diesel,Manuelle,- ,- ,145.000 DH
VOLKSWAGEN Golf 2016,2016,Agadir,Particulier,Seconde,100.000 km,Diesel,Manuelle,8 cv ,150 ch ,173.000 DH
VOLKSWAGEN Coccinelle 2018,2018,Tanger,Particulier,Première,75.000 km,Diesel,Automatique,8 cv ,150 ch ,190.000 DH
VOLKSWAGEN CC 2016,2016,Casablanca,Particulier,Seconde,118.000 km,Diesel,Automatique,8 cv ,140 ch ,185.000 DH
AUDI A3 Berline 2017,2017,Agadir,Particulier,Première,80.000 km,Diesel,Automatique,8 cv ,150 ch ,230.000 DH
VOLKSWAGEN Golf 2021,2021,Casablanca,Particulier,Première,42.000 km,Diesel,Automatique,8 cv ,200 ch ,480.000 DH
VOLKSWAGEN Golf 2020,2020,Casablanca,Particulier,Première,83.000 km,Diesel,Automatique,8 cv ,150 ch ,380.000 DH
RENAULT Clio 2021,2021,Khouribga,Particulier,Première,9.000 km,Diesel,Manuelle,6 cv ,115 ch ,175.000 DH
FIAT FullBack 2018,2018,Agadir,Particulier,Seconde,76.000 km,Diesel,Automatique,- ,- ,118.000 DH
HYUNDAI i30 2022,2022,Beni Mellal,Particulier,Première,11.000 km,Diesel,Manuelle,6 cv ,134 ch ,235.000 DH
RENAULT Koleos 2019,2019,Casablanca,Particulier,Première,37.000 km,Diesel,Automatique,8 cv ,185 ch ,270.000 DH
FIAT 500X 2023,2023,Tanger,Particulier,Première,23.000 km,Diesel,Automatique,6 cv ,130 ch ,235.000 DH
KIA Sportage 2015,2015,Tiznit,Particulier,Première,150.000 km,Diesel,Manuelle,6 cv ,115 ch ,160.000 DH
KIA Sportage 2015,2015,Casablanca,Particulier,Première,150.000 km,Diesel,Manuelle,7 cv ,115 ch ,160.000 DH
HYUNDAI Tucson 2019,2019,Salé,Particulier,Seconde,107.000 km,Diesel,Automatique,6 cv ,136 ch ,228.000 DH
DACIA Logan 2019,2019,Casablanca,Particulier,Seconde,74.000 km,Diesel,Manuelle,6 cv ,85 ch ,120.000 DH
RENAULT Symbol 2012,2012,Casablanca,Particulier,Seconde,150.000 km,Essence,Manuelle,7 cv ,80 ch ,67.000 DH
MAZDA 2 2011,2011,Casablanca,Particulier,Seconde,200.000 km,Essence,Manuelle,8 cv ,75 ch ,55.000 DH
HYUNDAI Tucson 2021,2021,Fès,Particulier,Seconde,46.000 km,Diesel,Automatique,6 cv ,136 ch ,290.000 DH
KIA Sportage 2015,2015,Agadir,Particulier,Seconde,96.000 km,Diesel,Manuelle,8 cv ,185 ch ,175.000 DH
SEAT Leon 2019,2019,Temara,Particulier,Première,57.600 km,Diesel,Automatique,6 cv ,105 ch ,180.000 DH
RENAULT Clio 2017,2017,Laayoune,Particulier,Seconde,66.000 km,Diesel,Manuelle,6 cv ,85 ch ,107.000 DH
HYUNDAI Santa Fe 2016,2016,Khouribga,Particulier,Seconde,126.000 km,Diesel,Automatique,9 cv ,110 ch ,189.000 DH
OPEL Astra 2017,2017,Kénitra,Particulier,Seconde,92.500 km,Diesel,Manuelle,6 cv ,136 ch ,153.000 DH
KIA Picanto 2009,2009,Fès,Particulier,Seconde,81.000 km,Essence,Manuelle,6 cv ,63 ch ,46.000 DH
MAZDA 3 2011,2011,Rabat,Particulier,Première,180.000 km,Diesel,Manuelle,9 cv ,185 ch ,108.000 DH
TOYOTA Yaris 2019,2019,Rabat,Particulier,Première,97.000 km,Essence,Manuelle,6 cv ,69 ch ,100.000 DH
VOLKSWAGEN Jetta 2019,2019,Rabat,Particulier,Première,43.000 km,Diesel,Automatique,8 cv ,150 ch ,178.000 DH
AUDI A3 2013,2013,Casablanca,Particulier,Première,134 km,Diesel,Manuelle,6 cv ,105 ch ,177.000 DH
DACIA Duster 2015,2015,El Jadida,Particulier,Première,65.000 km,Diesel,Manuelle,6 cv ,85 ch ,135.000 DH
VOLKSWAGEN CC 2015,2015,Marrakech,Particulier,Seconde,150.000 km,Diesel,Manuelle,8 cv ,170 ch ,178.000 DH
AUDI A3 Berline 2019,2019,Agadir,Particulier,Première,72.747 km,Diesel,Automatique,8 cv ,143 ch ,290.000 DH
RENAULT Laguna 2009,2009,Rabat,Particulier,Seconde,230.000 km,Essence,Manuelle,11 cv ,140 ch ,45.000 DH
MERCEDES Classe A 2014,2014,Marrakech,Particulier,Première,81.000 km,Diesel,Manuelle,7 cv ,130 ch ,179.000 DH
HYUNDAI i40 2014,2014,Agadir,Particulier,Seconde,125.000 km,Diesel,Automatique,7 cv ,136 ch ,140.000 DH
LANCIA Ypsilon 2013,2013,Rabat,Particulier,Seconde,75.000 km,Essence,Automatique,7 cv ,- ,72.000 DH
RENAULT Kangoo 2017,2017,Larache,Particulier,Seconde,52.000 km,Diesel,Manuelle,6 cv ,85 ch ,110.000 DH
CITROEN C5 AirCross 2021,2021,Rabat,Particulier,Seconde,6.250 km,Diesel,Manuelle,6 cv ,130 ch ,235.000 DH
DACIA Duster 2020,2020,Casablanca,Particulier,Première,141.000 km,Diesel,Automatique,6 cv ,110 ch ,175.000 DH
RENAULT Clio 2014,2014,Rabat,Particulier,Première,126.000 km,Diesel,Manuelle,6 cv ,85 ch ,90.000 DH
RENAULT Mégane Sedan 2020,2020,Tanger,Particulier,Seconde,40.900 km,Diesel,Manuelle,6 cv ,110 ch ,195.000 DH
CITROEN C-Elysée 2018,2018,Casablanca,Particulier,Première,72.024 km,Diesel,Manuelle,6 cv ,92 ch ,105.000 DH
DACIA Duster 2015,2015,El Jadida,Particulier,Première,65.000 km,Diesel,Manuelle,6 cv ,85 ch ,135.000 DH
LAND ROVER Range Rover Velar 2021,2021,Casablanca,Particulier,Première,36.000 km,Diesel,Automatique,8 cv ,204 ch ,600.000 DH
TOYOTA Hilux 2023,2023,Casablanca,Particulier,Première,0 km,Diesel,Automatique,9 cv ,- ,700.000 DH
RENAULT Mégane 2019,2019,Casablanca,Particulier,Seconde,103.000 km,Diesel,Automatique,6 cv ,110 ch ,170.000 DH
DACIA Sandero 2015,2015,Khénifra,Particulier,Première,65.000 km,Diesel,Manuelle,9 cv ,90 ch ,96.000 DH
DACIA Logan 2021,2021,Meknès,Particulier,Première,37.000 km,Essence,Automatique,6 cv ,75 ch ,89.000 DH
